subject_id,episode_id,service_id,episode_url_id,video_url_id,remark
265614,893682,bilibili.com_hk,BV13x41197Dp,,EP1-B站港台
265614,893683,bilibili.com_hk,BV1ex411Z7RS,,EP2-B站港台
265614,893684,bilibili.com_hk,BV1pt411G7M8,,EP3-B站港台
265614,893685,bilibili.com_hk,BV1et41177Ub,,EP4-B站港台
265614,893686,bilibili.com_hk,BV1Pt411c7G1,,EP5-B站港台
265614,893687,bilibili.com_hk,BV1Bt411K7NV,,EP6-B站港台
265614,893688,bilibili.com_hk,BV1J4411S7R8,,EP7-B站港台
265614,893689,bilibili.com_hk,BV1y4411R7E1,,EP8-B站港台
265614,893690,bilibili.com_hk,BV1W4411B7Yk,,EP9-B站港台
265614,893691,bilibili.com_hk,BV1U441117KR,,EP10-B站港台
265614,893692,bilibili.com_hk,BV13J411K7DH,,EP11-B站港台
265614,893693,bilibili.com_hk,BV1JJ411w7s9,,EP12-B站港台
265614,893682,crunchyroll.com,786890,,EP1-Crunchyroll
265614,893683,crunchyroll.com,786891,,EP2-Crunchyroll
265614,893684,crunchyroll.com,786892,,EP3-Crunchyroll
265614,893685,crunchyroll.com,786893,,EP4-Crunchyroll
265614,893686,crunchyroll.com,786894,,EP5-Crunchyroll
265614,893687,crunchyroll.com,786895,,EP6-Crunchyroll
265614,893688,crunchyroll.com,786896,,EP7-Crunchyroll
265614,893689,crunchyroll.com,786897,,EP8-Crunchyroll
265614,893690,crunchyroll.com,786898,,EP9-Crunchyroll
265614,893691,crunchyroll.com,786899,,EP10-Crunchyroll
265614,893692,crunchyroll.com,786900,,EP11-Crunchyroll
265614,893693,crunchyroll.com,786901,,EP12-Crunchyroll
