subject_id,service_id,paid,subject_url_id,subtitle_locales,remark
292970,bilibili.com_cn,2,28229881,zh_CN,魔女之旅-B站大陆
301469,bilibili.com_cn,1,28229902,zh_CN,我立于百万生命之上 第1期-B站大陆
301469,crunchyroll.com,0,279976,ar_SA:de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR:ru_RU,我立于百万生命之上 第1期-Crunchyroll
291412,bilibili.com_cn,2,28229869,zh_CN,在地下城寻求邂逅是否搞错了什么 第3期-B站大陆
291412,v.qq.com,2,mzc00200aiuq8s4,zh_CN,在地下城寻求邂逅是否搞错了什么 第3期-腾讯视频
291412,crunchyroll.com,0,265647,ar_SA:en_US:es_MX:pt_BR,在地下城寻求邂逅是否搞错了什么 第3期-Crunchyroll
297340,crunchyroll.com,0,279981,ar_SA:de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR:ru_RU,铁路浪漫谭-Crunchyroll
301541,bilibili.com_cn,1,28229676,zh_CN,总之就是非常可爱-B站大陆
301541,crunchyroll.com,0,279974,ar_SA:de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR:ru_RU,总之就是非常可爱-Crunchyroll
305114,bilibili.com_cn,1,28229893,zh_CN,攀岩少女！-B站大陆
305114,crunchyroll.com,0,279986,ar_SA:de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR:ru_RU,攀岩少女！-Crunchyroll
302418,bilibili.com_cn,2,28229885,zh_CN,无能力者娜娜-B站大陆
302418,v.qq.com,2,mzc00200s8m6yti,zh_CN,无能力者娜娜-腾讯视频
290426,bilibili.com_cn,2,28229876,zh_CN,在魔王城说晚安-B站大陆
290426,youku.com,1,zaddf86a4ee54402ca000,zh_CN,在魔王城说晚安-优酷
289915,bilibili.com_cn,1,28229883,zh_CN,池袋西口公园-B站大陆
292273,bilibili.com_cn,1,28229872,zh_CN,你与我最后的战场，亦或是世界起始的圣战-B站大陆
260770,bilibili.com_cn,1,28229884,zh_CN,请问您今天要来点兔子吗？BLOOM (第3期)-B站大陆
260770,crunchyroll.com,0,260309,ar_SA:en_US:es_MX:pt_BR,请问您今天要来点兔子吗？BLOOM (第3期)-Crunchyroll
306429,bilibili.com_cn,1,28229870,zh_CN,成神之日-B站大陆
279059,bilibili.com_cn,1,28229890,zh_CN,满溢的水果挞-B站大陆
