subject_id,service_id,paid,subject_url_id,subtitle_locales,remark
49278,bilibili.com_cn,1,3365,zh_CN,境界的彼方-B站大陆
49278,le.com,0,93274,zh_CN,境界的彼方-乐视视频
49278,v.qq.com,1,fqmeepfzguwa0yh,zh_CN,境界的彼方-腾讯视频
49278,crunchyroll.com,0,257173,en_US,境界的彼方-Crunchyroll
47889,bilibili.com_cn,0,8672,zh_CN,来自风平浪静的明天-B站大陆
47889,v.qq.com,1,265gqmwqjxonie9,zh_CN,来自风平浪静的明天-腾讯视频
47889,crunchyroll.com,0,257179,en_US,来自风平浪静的明天-Crunchyroll
69496,bilibili.com_cn,0,3516,zh_CN,白色相簿2-B站大陆
69496,iqiyi.com,0,a_19rrgjanw9,zh_CN,白色相簿2-爱奇艺
69496,v.qq.com,1,6pbo5sfnjadq2r1,zh_CN,白色相簿2-腾讯视频
69496,crunchyroll.com,0,257183,de_DE:en_US:es_ES:es_MX:fr_FR:pt_BR,白色相簿2-Crunchyroll
78405,youku.com,1,z838fc1c8030211e3b8b7,zh_CN,悠哉日常大王 (第1期)-优酷
78405,crunchyroll.com,0,257295,ar_SA:de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR,悠哉日常大王 (第1期)-Crunchyroll
77570,bilibili.com_cn,0,2673,zh_CN,我的脑内选项正在全力妨碍学园恋爱喜剧-B站大陆
77570,pptv.com,0,9XZia4EiauHlyicPaU,zh_CN,我的脑内选项正在全力妨碍学园恋爱喜剧-PP视频
77570,crunchyroll.com,0,257349,de_DE:en_US:es_ES:es_MX:fr_FR:pt_BR,我的脑内选项正在全力妨碍学园恋爱喜剧-Crunchyroll
