subject_id,service_id,paid,subject_url_id,subtitle_locales,remark
276150,bilibili.com_cn,1,28224128,zh_CN,恋爱小行星-B站大陆
276150,crunchyroll.com,0,278924,ar_SA:de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR:ru_RU,恋爱小行星-Crunchyroll
266147,acfun.cn,0,6000896,zh_CN,达尔文游戏-A站
266147,crunchyroll.com,0,278971,en_US:es_MX:pt_BR,达尔文游戏-Crunchyroll
159690,bilibili.com_cn,1,28223817,zh_CN,魔法纪录 魔法少女小圆外传-B站大陆
159690,crunchyroll.com,0,278961,en_US:es_MX:pt_BR,魔法纪录 魔法少女小圆外传-Crunchyroll
285776,bilibili.com_cn,1,28224080,zh_CN,异度侵入 ID:INVADED-B站大陆
285776,bilibili.com_hk,1,28226764,zh_HK,异度侵入 ID:INVADED-B站港台
270274,v.qq.com,1,mzc00200wp8xtpi,zh_CN,猫娘乐园-腾讯视频
211993,bilibili.com_cn,1,28225065,zh_CN,奇幻☆怪盗-B站大陆
284575,acfun.cn,0,6000899,zh_CN,家有圆圆？！～我家的圆圆你知道吗？～-A站
284575,crunchyroll.com,0,278972,en_US:es_MX:pt_BR,家有圆圆？！～我家的圆圆你知道吗？～-Crunchyroll
277551,bilibili.com_cn,2,28224120,zh_CN,地缚少年花子君-B站大陆
277551,iqiyi.com,2,a_19rrhwqgk5,zh_CN,地缚少年花子君-爱奇艺
277551,youku.com,1,zfafc439b66b841aa9e7a,zh_CN,地缚少年花子君-优酷
262940,bilibili.com_cn,1,28224095,zh_CN,某科学的超电磁炮T (第3期)-B站大陆
262940,bilibili.com_hk,1,28226758,zh_HK,某科学的超电磁炮T (第3期)-B站港台
262940,crunchyroll.com,0,271889,ar_SA:de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR:ru_RU,某科学的超电磁炮T (第3期)-Crunchyroll
271145,bilibili.com_cn,1,28223860,zh_CN,理科生坠入情网，故尝试证明。-B站大陆
271145,bilibili.com_hk,1,28226765,zh_HK,理科生坠入情网，故尝试证明。-B站港台
271145,crunchyroll.com,0,278952,ar_SA:de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR:ru_RU,理科生坠入情网，故尝试证明。-Crunchyroll
260619,bilibili.com_cn,2,28224098,zh_CN,暗黑破坏神在身边。-B站大陆
260619,iqiyi.com,2,a_19rrhy0utp,zh_CN,暗黑破坏神在身边。-爱奇艺
260619,v.qq.com,1,mzc00200w9opd5e,zh_CN,暗黑破坏神在身边。-腾讯视频
260619,crunchyroll.com,0,278959,ar_SA:de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR:ru_RU,暗黑破坏神在身边。-Crunchyroll
220445,bilibili.com_cn,1,28223859,zh_CN,22/7-B站大陆
220445,crunchyroll.com,0,278973,en_US:es_MX:pt_BR,22/7-Crunchyroll
271687,bilibili.com_cn,2,28224145,zh_CN,虚构推理-B站大陆
271687,iqiyi.com,2,a_19rrhz5ush,zh_CN,虚构推理-爱奇艺
271687,v.qq.com,1,mzc00200rm3gq63,zh_CN,虚构推理-腾讯视频
271687,youku.com,1,zfefce819de5446ae8f1c,zh_CN,虚构推理-优酷
271687,crunchyroll.com,0,278957,ar_SA:de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR:ru_RU,虚构推理-Crunchyroll
