subject_id,service_id,paid,subject_url_id,subtitle_locales,remark
294713,acfun.cn,0,6001745,zh_CN,隐瞒之事-A站
292359,bilibili.com_cn,1,28228368,zh_CN,听我的电波吧-B站大陆
292359,bilibili.com_hk,1,28228488,zh_HK,听我的电波吧-B站港台
286650,bilibili.com_cn,2,28228440,zh_CN,阿尔蒂-B站大陆
286650,bilibili.com_hk,0,28228482,zh_HK,阿尔蒂-B站台湾
280516,bilibili.com_cn,2,28228394,zh_CN,昨日之歌-B站大陆
280516,iqiyi.com,2,a_19rrhlk2m5,zh_CN,昨日之歌-爱奇艺
280516,v.qq.com,2,mzc002009bh5c20,zh_CN,昨日之歌-腾讯视频
280516,bilibili.com_hk,0,28228475,zh_HK,昨日之歌-B站台湾
280516,crunchyroll.com,0,279210,ar_SA:de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR:ru_RU,昨日之歌-Crunchyroll
274646,bilibili.com_cn,1,28228339,zh_CN,公主连结！Re:Dive-B站大陆
274646,bilibili.com_hk,1,28228485,zh_HK,公主连结！Re:Dive-B站港台
274646,crunchyroll.com,0,279204,ar_SA:de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR:ru_RU,公主连结！Re:Dive-Crunchyroll
291039,bilibili.com_cn,2,28228434,zh_CN,水果篮子 2019年版第2期-B站大陆
291039,youku.com,0,zfafe56cd23b04fcda3e8,zh_CN,水果篮子 2019年版第2期-优酷
291039,bilibili.com_hk,0,28228487,zh_HK,水果篮子 2019年版第2期-B站台湾
291039,crunchyroll.com,0,277778,en_US,水果篮子 2019年版第2期-Crunchyroll
280678,bilibili.com_cn,1,28228414,zh_CN,放学后海堤日记-B站大陆
280678,bilibili.com_hk,0,28228484,zh_HK,放学后海堤日记-B站台湾
298718,acfun.cn,0,6001747,zh_CN,富豪刑事 Balance:UNLIMITED-A站
298718,bilibili.com_hk,0,28228473,zh_HK,富豪刑事 Balance:UNLIMITED-B站港台
293049,bilibili.com_cn,1,28228367,zh_CN,辉夜大小姐想让我告白？～天才们的恋爱头脑战～ (第2期)-B站大陆
293049,bilibili.com_hk,0,28228478,zh_HK,辉夜大小姐想让我告白？～天才们的恋爱头脑战～ (第2期)-B站台湾
278801,crunchyroll.com,0,279249,ar_SA:de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR:ru_RU,啄木鸟侦探社-Crunchyroll
