subject_id,service_id,paid,subject_url_id,subtitle_locales,remark
204135,bilibili.com_cn,1,21990982,zh_CN,在世界尽头咏唱恋曲的少女YU-NO-B站大陆
204135,bilibili.com_hk,0,28220842,zh_HK,在世界尽头咏唱恋曲的少女YU-NO-B站港台
204135,crunchyroll.com,0,277870,en_US,在世界尽头咏唱恋曲的少女YU-NO-Crunchyroll
266455,bilibili.com_cn,2,21984454,zh_CN,水果篮子 2019年版第1期-B站大陆
266455,iqiyi.com,0,a_19rrhuwmw1,zh_CN,水果篮子 2019年版第1期-爱奇艺
266455,youku.com,1,zbdfeb430c54f4fdb8e4d,zh_CN,水果篮子 2019年版第1期-优酷
266455,bilibili.com_hk,0,26341584,zh_HK,水果篮子 2019年版第1期-B站香港
266455,crunchyroll.com,0,277778,en_US,水果篮子 2019年版第1期-Crunchyroll
268510,bilibili.com_cn,1,24069719,zh_CN,川柳少女-B站大陆
268510,crunchyroll.com,0,277840,en_US:es_MX:pt_BR,川柳少女-Crunchyroll
268412,bilibili.com_hk,0,25826974,zh_HK,淫乱的青酱不能学习-B站台湾
268412,crunchyroll.com,0,277842,en_US:es_MX:pt_BR,淫乱的青酱不能学习-Crunchyroll
257369,bilibili.com_cn,1,21986963,zh_CN,我们真的学不来 (第1期)-B站大陆
257369,bilibili.com_hk,0,26322046,zh_HK,我们真的学不来 (第1期)-B站台湾
257369,crunchyroll.com,0,277767,en_US:es_MX:pt_BR,我们真的学不来 (第1期)-Crunchyroll
268165,v.qq.com,2,5rs71cp7oy0429e,zh_CN,贤惠幼妻仙狐小姐-腾讯视频
268165,crunchyroll.com,0,277891,en_US,贤惠幼妻仙狐小姐-Crunchyroll
239912,bilibili.com_cn,1,24097891,zh_CN,Carole & Tuesday-B站大陆
