subject_id,service_id,paid,subject_url_id,subtitle_locales,remark
265614,bilibili.com_hk,0,28221418,zh_HK,魔术学姐-B站港台
265614,crunchyroll.com,0,278342,ar_SA:de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR:ru_RU,魔术学姐-Crunchyroll
276187,acfun.cn,0,5024886,zh_CN,你遭难了吗？-A站
276187,bilibili.com_hk,0,28221411,zh_HK,你遭难了吗？-B站港台
276187,crunchyroll.com,0,278343,ar_SA:de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR:ru_RU,你遭难了吗？-Crunchyroll
271724,bilibili.com_cn,0,28221412,zh_CN,流汗吧！健身少女-B站大陆
271724,bilibili.com_hk,0,28221517,zh_HK,流汗吧！健身少女-B站港台
265708,bilibili.com_cn,2,28221415,zh_CN,女高中生的虚度日常-B站大陆
265708,bilibili.com_hk,0,28221525,zh_HK,女高中生的虛度日常-B站台湾
268070,bilibili.com_hk,0,28221421,zh_HK,骚动时节的少女们啊。-B站台湾
247548,bilibili.com_cn,2,28221396,zh_CN,中之人基因组【实况中】-B站大陆
247548,iqiyi.com,2,a_19rri0l9d5,zh_CN,中之人基因组【实况中】-爱奇艺
247548,v.qq.com,1,uvb5v1z056az20y,zh_CN,中之人基因组【实况中】-腾讯视频
247548,bilibili.com_hk,0,28221523,zh_HK,中之人基因组【实况中】-B站台湾
271151,bilibili.com_cn,1,28221403,zh_CN,擅长捉弄的高木同学 第2期-B站大陆
275371,bilibili.com_hk,0,28221414,zh_HK,只要长得可爱，即使是变态你也喜欢吗？-B站台湾
272510,bilibili.com_cn,1,28221404,zh_CN,街角魔族-B站大陆
238004,bilibili.com_cn,2,28221395,zh_CN,在地下城寻求邂逅是否搞错了什么 第2期-B站大陆
238004,crunchyroll.com,0,265647,ar_SA:en_US:es_MX:pt_BR,在地下城寻求邂逅是否搞错了什么 第2期-Crunchyroll
