subject_id,service_id,paid,subject_url_id,subtitle_locales,remark
211934,bilibili.com_cn,0,6425,zh_CN,此花绮谭-B站大陆
211934,crunchyroll.com,0,274411,ar_SA:de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR:ru_RU,此花绮谭-Crunchyroll
210272,acfun.cn,0,5020318,zh_CN,LoveLive! Sunshine!! 第2期-A站
210272,bilibili.com_cn,0,6433,zh_CN,LoveLive! Sunshine!! 第2期-B站大陆
210272,pptv.com,0,so1n5U2zI2HEQqo,zh_CN,LoveLive！Sunshine!! 第2期-PP视频
210272,crunchyroll.com,0,270733,en_US:es_MX:pt_BR,LoveLive! Sunshine!! 第2期-Crunchyroll
204145,bilibili.com_cn,0,6432,zh_CN,Blend·S-B站大陆
204145,iqiyi.com,0,a_19rrhcb365,zh_CN,Blend·S-爱奇艺
204145,crunchyroll.com,0,274453,en_US:es_MX:pt_BR,Blend·S-Crunchyroll
213076,bilibili.com_cn,0,6440,zh_CN,如果有妹妹就好了。-B站大陆
213076,crunchyroll.com,0,274463,de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR:ru_RU,如果有妹妹就好了。-Crunchyroll
