subject_id,service_id,paid,subject_url_id,subtitle_locales,remark
240038,bilibili.com_cn,1,134932,zh_CN,青春猪头少年不会梦到兔女郎学姐-B站大陆
240038,iqiyi.com,2,a_19rrh6z4oh,zh_CN,青春猪头少年不会梦到兔女郎学姐-爱奇艺
240038,crunchyroll.com,0,277054,en_US:es_MX:pt_BR,青春猪头少年不会梦到兔女郎学姐-Crunchyroll
252655,acfun.cn,0,5022161,zh_CN,佐贺偶像是传奇-A站
252655,bilibili.com_hk,0,140772,zh_HK,佐贺偶像是传奇-B站港台
252655,crunchyroll.com,0,277061,ar_SA:de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR:ru_RU,佐贺偶像是传奇-Crunchyroll
240346,iqiyi.com,2,a_19rrh5ky7t,zh_CN,寄宿学校的朱丽叶-爱奇艺
240562,iqiyi.com,2,a_19rrh70a9p,zh_CN,来自多彩世界的明天-爱奇艺
225604,bilibili.com_cn,1,130412,zh_CN,刀剑神域 爱丽丝篇 (第3期第1部)-B站大陆
225604,iqiyi.com,1,a_19rrh1temd,zh_CN,刀剑神域 爱丽丝篇 (第3期第1部)-爱奇艺
225604,crunchyroll.com,0,246948,en_US:es_ES:es_MX:pt_BR,刀剑神域 爱丽丝篇 (第3期第1部)-Crunchyroll
228255,bilibili.com_cn,1,139612,zh_CN,我喜欢的是妹妹但不是妹妹-B站大陆
228255,crunchyroll.com,0,277098,de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR:ru_RU,我喜欢的是妹妹但不是妹妹-Crunchyroll
