subject_id,service_id,paid,subject_url_id,subtitle_locales,remark
218708,bilibili.com_cn,0,13032,zh_CN,比宇宙更远的地方-B站大陆
218708,crunchyroll.com,0,275109,ar_SA:de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR:ru_RU,比宇宙更远的地方-Crunchyroll
207195,acfun.cn,0,6000991,zh_CN,摇曳露营△-A站
207195,crunchyroll.com,0,275163,ar_SA:de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR:ru_RU,摇曳露营△-Crunchyroll
214671,bilibili.com_cn,0,9152,zh_CN,Slow Start-B站大陆
214671,iqiyi.com,0,a_19rrh1of4d,zh_CN,Slow Start-爱奇艺
214671,bilibili.com_hk,0,41912,zh_HK,Slow Start-B站港台
214671,crunchyroll.com,0,275201,en_US:es_MX:pt_BR,Slow Start-Crunchyroll
211066,bilibili.com_cn,0,12392,zh_CN,三颗星彩色冒险-B站大陆
219658,bilibili.com_cn,0,8932,zh_CN,龙王的工作！-B站大陆
219658,crunchyroll.com,0,275129,en_US:es_MX:pt_BR,龙王的工作！-Crunchyroll
219200,iqiyi.com,2,a_19rrh1ss1p,zh_CN,擅长捉弄的高木同学 第1期-爱奇艺
219200,crunchyroll.com,0,275203,ar_SA:de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR:ru_RU,擅长捉弄的高木同学 第1期-Crunchyroll
183878,bilibili.com_cn,1,8892,zh_CN,紫罗兰永恒花园-B站大陆
218711,iqiyi.com,2,a_19rrh1sifx,zh_CN,DARLING in the FRANXX-爱奇艺
218711,bilibili.com_hk,0,9192,zh_HK,DARLING in the FRANXX-B站港台
218711,crunchyroll.com,0,275231,ar_SA:de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR:ru_RU,DARLING in the FRANXX-Crunchyroll
