subject_id,service_id,paid,subject_url_id,subtitle_locales,remark
5436,bilibili.com_cn,0,2660,zh_CN,我的妹妹哪有这么可爱！ (第1期)-B站大陆
5436,youku.com,0,zfd5ddce061ad11e0bea1,zh_CN,我的妹妹哪有这么可爱！ (第1期)-优酷
5436,crunchyroll.com,0,236074,en_US,我的妹妹哪有这么可爱！ (第1期)-Crunchyroll
7157,crunchyroll.com,2,267827,,缘之空-Crunchyroll
7157,bilibili.com_intl,0,28232020,th_TH,缘之空-B站国际
8546,crunchyroll.com,0,267099,en_US,更多 出包王女 (第2期)-Crunchyroll
8546,bilibili.com_intl,0,28233196,th_TH,更多 出包王女 (第2期)-B站国际
7843,bilibili.com_cn,0,964,zh_CN,魔法禁书目录 第2期-B站大陆
7843,iqiyi.com,0,a_19rrh9objl,zh_CN,魔法禁书目录 第2期-爱奇艺
7843,le.com,0,48910,zh_CN,魔法禁书目录 第2期-乐视视频
7843,crunchyroll.com,0,271215,en_US,魔法禁书目录 第2期-Crunchyroll
