subject_id,service_id,paid,subject_url_id,subtitle_locales,remark
102134,bilibili.com_cn,0,1540,zh_CN,我的青春恋爱物语果然有问题。续 (第2期)-B站大陆
102134,iqiyi.com,0,a_19rrhaylad,zh_CN,我的青春恋爱物语果然有问题。续 (第2期)-爱奇艺
102134,v.qq.com,1,mq4at8jbjx8zd1k,zh_CN,我的青春恋爱物语果然有问题。续 (第2期)-腾讯视频
102134,crunchyroll.com,0,253981,en_US,我的青春恋爱物语果然有问题。续 (第2期)-Crunchyroll
116287,bilibili.com_cn,1,28230184,zh_CN,在地下城寻求邂逅是否搞错了什么 第1期-B站大陆
116287,crunchyroll.com,0,265647,ar_SA:en_US:es_MX:pt_BR,在地下城寻求邂逅是否搞错了什么 第1期-Crunchyroll
114685,bilibili.com_cn,0,1552,zh_CN,可塑性记忆-B站大陆
114685,pptv.com,0,RevFQ6sRgb8iaoAg,zh_CN,可塑性记忆-PP视频
114685,crunchyroll.com,0,265653,en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR,可塑性记忆-Crunchyroll
115908,bilibili.com_cn,0,1547,zh_CN,吹响吧！上低音号 第1期-B站大陆
115908,crunchyroll.com,0,265657,ar_SA:de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR,吹响吧！上低音号 第1期-Crunchyroll
86517,pptv.com,0,UvPdW8Mpmdc6uCA,zh_CN,放学后的昴星团-PP视频
86517,youku.com,0,z3ab8310ad2cd11e4b432,zh_CN,放学后的昴星团-优酷
86517,crunchyroll.com,0,265663,ar_SA:de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR:ru_RU,放学后的昴星团-Crunchyroll
114758,bilibili.com_cn,0,1574,zh_CN,伪恋： (第2期)-B站大陆
114758,le.com,0,10008544,zh_CN,伪恋： (第2期)-乐视视频
114758,youku.com,0,zcdd2de40d2c811e4b2ad,zh_CN,伪恋： (第2期)-优酷
114758,crunchyroll.com,0,258917,en_US:es_MX:pt_BR,伪恋： (第2期)-Crunchyroll
118906,crunchyroll.com,0,265823,de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR:ru_RU,山田君与7个魔女-Crunchyroll
