subject_id,service_id,paid,subject_url_id,subtitle_locales,remark
92382,crunchyroll.com,0,246948,en_US:es_MX:pt_BR,刀剑神域 第2期-Crunchyroll
100449,bilibili.com_cn,0,53,zh_CN,月刊少女野崎君-B站大陆
100449,bilibili.com_hk,0,28221657,zh_HK,月刊少女野崎君-B站港台
100449,pptv.com,0,43tV0zuhEUibyMJg,zh_CN,月刊少女野崎君-PP视频
100449,youku.com,0,zdde1b9beb26211e3b8b7,zh_CN,月刊少女野崎君-优酷
100449,crunchyroll.com,0,261811,en_US:es_MX:pt_BR,月刊少女野崎君-Crunchyroll
92836,bilibili.com_cn,0,59,zh_CN,青春之旅-B站大陆
92836,le.com,0,10002705,zh_CN,青春之旅-乐视视频
92836,v.qq.com,1,2y2djgevmounvgi,zh_CN,青春之旅-腾讯视频
92836,crunchyroll.com,0,261595,en_US,青春之旅-Crunchyroll
98286,bilibili.com_cn,0,75052,zh_CN,三坪房间的侵略者！？-B站大陆
98286,v.qq.com,1,qn4gf34t0di84ls,zh_CN,三坪房间的侵略者！？-腾讯视频
98286,crunchyroll.com,0,261689,ar_SA:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR,三坪房间的侵略者！？-Crunchyroll
