subject_id,service_id,paid,subject_url_id,subtitle_locales,remark
208450,bilibili.com_cn,0,6311,zh_CN,笨女孩-B站大陆
208450,crunchyroll.com,0,273665,ar_SA:de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR,笨女孩-Crunchyroll
208754,bilibili.com_cn,0,6312,zh_CN,徒然喜欢你-B站大陆
208754,pptv.com,0,rpN9ib2PJOXfaWMA,zh_CN,徒然喜欢你-PP视频
208754,crunchyroll.com,0,273667,ar_SA:de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR:ru_RU,徒然喜欢你-Crunchyroll
194261,bilibili.com_cn,0,6328,zh_CN,天使的3P!-B站大陆
194261,crunchyroll.com,0,273735,ar_SA:de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR:ru_RU,天使的3P!-Crunchyroll
208908,acfun.cn,0,5025185,zh_CN,NEW GAME!! (第2期)-A站
208908,bilibili.com_cn,0,6330,zh_CN,NEW GAME!! (第2期)-B站大陆
208908,iqiyi.com,0,a_19rrh876x1,zh_CN,NEW GAME!! (第2期)-爱奇艺
208908,v.qq.com,1,t2n662xtx8gef1h,zh_CN,NEW GAME!! (第2期)-腾讯视频
208908,youku.com,0,zefbfbd3e6aefbfbd4fef,zh_CN,NEW GAME!! (第2期)-优酷
208908,crunchyroll.com,0,270669,ar_SA:de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR:ru_RU,NEW GAME!! (第2期)-Crunchyroll
214272,bilibili.com_cn,1,6339,zh_CN,欢迎来到实力至上主义的教室-B站大陆
214272,crunchyroll.com,0,273743,ar_SA:de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR:ru_RU,欢迎来到实力至上主义的教室-Crunchyroll
195816,bilibili.com_cn,0,6340,zh_CN,GAMERS电玩咖！-B站大陆
195816,crunchyroll.com,0,273765,ar_SA:de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR:ru_RU,GAMERS电玩咖！-Crunchyroll
