subject_id,service_id,paid,subject_url_id,subtitle_locales,remark
185762,bilibili.com_cn,1,28230154,zh_CN,政宗君的复仇-B站大陆
185762,bilibili.com_hk,0,28221373,zh_HK,政宗君的复仇-B站港台
185762,crunchyroll.com,0,272171,ar_SA:de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR:ru_RU,政宗君的复仇-Crunchyroll
173303,bilibili.com_cn,0,5776,zh_CN,Urara迷路帖-B站大陆
195229,pptv.com,0,fciakIorwYJ4Bfibc,zh_CN,清恋-PP视频
195229,youku.com,0,zfbb56e7dc26f11e6acec,zh_CN,清恋-优酷
195229,crunchyroll.com,0,272173,en_US:es_MX:pt_BR,清恋-Crunchyroll
188412,crunchyroll.com,0,272307,en_US:es_MX:pt_BR,风夏-Crunchyroll
188091,acfun.cn,0,5025006,zh_CN,珈百璃的堕落-A站
188091,bilibili.com_cn,0,5793,zh_CN,珈百璃的堕落-B站大陆
188091,iqiyi.com,0,a_19rrh91prt,zh_CN,珈百璃的堕落-爱奇艺
188091,pptv.com,0,ZcibpJ4ic1ZaMGhOw,zh_CN,珈百璃的堕落-PP视频
188091,v.qq.com,1,rb48zfttktfr7sq,zh_CN,珈百璃的堕落-腾讯视频
188091,crunchyroll.com,0,272177,ar_SA:de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR:ru_RU,珈百璃的堕落-Crunchyroll
179949,bilibili.com_cn,1,5800,zh_CN,小林家的龙女仆-B站大陆
179949,crunchyroll.com,0,272199,ar_SA:de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR:ru_RU,小林家的龙女仆-Crunchyroll
174043,youku.com,1,zf54815ffbf5811e6b16e,zh_CN,为美好的世界献上祝福！ 第2期-优酷
174043,crunchyroll.com,0,269071,ar_SA:en_US:es_MX:pt_BR:ru_RU,为美好的世界献上祝福！ 第2期-Crunchyroll
174043,bilibili.com_hk,0,28221611,zh_HK,为美好的世界献上祝福！ 第2期-B站港台
