subject_id,service_id,paid,subject_url_id,subtitle_locales,remark
176599,bilibili.com_cn,0,5507,zh_CN,WWW.迷糊餐厅-B站大陆
176599,le.com,0,10029954,zh_CN,WWW.迷糊餐厅-乐视视频
176599,pptv.com,0,adq2NJwCcrATkfk,zh_CN,WWW.迷糊餐厅-PP视频
176599,crunchyroll.com,0,270687,en_US:es_MX:pt_BR,WWW.迷糊餐厅-Crunchyroll
152091,bilibili.com_cn,1,28223434,zh_CN,吹响吧！上低音号 第2期-B站大陆
152091,bilibili.com_hk,0,5551,zh_HK,吹响吧！上低音号 第2期-B站台湾
152091,crunchyroll.com,0,265657,ar_SA:de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR,吹响吧！上低音号 第2期-Crunchyroll
168634,bilibili.com_hk,0,28221512,zh_HK,竞女!!!!!!!!-B站港台
168634,crunchyroll.com,0,271513,de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR,竞女!!!!!!!!-Crunchyroll
167434,bilibili.com_cn,0,5532,zh_CN,少女编号-B站大陆
167434,pptv.com,0,Wib3HRa0Tg8Ekogo,zh_CN,少女编号-PP视频
167434,crunchyroll.com,0,271615,en_US:es_MX:pt_BR,少女编号-Crunchyroll
