subject_id,service_id,paid,subject_url_id,subtitle_locales,remark
185001,bilibili.com_cn,0,5016,zh_CN,小桃小栗Love Love物语-B站大陆
185001,pptv.com,0,a9bCQKgOfrwfnQU,zh_CN,小桃小栗Love Love物语-PP视频
185001,v.qq.com,1,imqk1qifdgm1dzl,zh_CN,小桃小栗Love Love物语-腾讯视频
185001,youku.com,0,z8f0b15313e8a11e69c81,zh_CN,小桃小栗Love Love物语-优酷
185001,crunchyroll.com,0,270719,ar_SA:en_US:es_MX:pt_BR,小桃小栗Love Love物语-Crunchyroll
126173,bilibili.com_cn,1,28229193,zh_CN,ReLIFE-B站大陆
126173,pptv.com,0,admzMZnicb60QjvY,zh_CN,ReLIFE-PP视频
126173,youku.com,1,z8ccb75fa3a7411e69e2a,zh_CN,ReLIFE-优酷
126173,crunchyroll.com,0,270239,ar_SA:de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR:ru_RU,ReLIFE-Crunchyroll
165553,bilibili.com_cn,0,5062,zh_CN,LoveLive! Sunshine!! 第1期-B站大陆
165553,pptv.com,0,rZ139V3DM3HUUro,zh_CN,LoveLive！Sunshine!! 第1期-PP视频
165553,v.qq.com,0,g6jw8dxf8zg5x88,zh_CN,LoveLive! Sunshine!! 第1期-腾讯视频
165553,crunchyroll.com,0,270733,en_US:es_MX:pt_BR,LoveLive! Sunshine!! 第1期-Crunchyroll
147568,bilibili.com_cn,0,5020,zh_CN,Rewrite 第1期-B站大陆
147568,pptv.com,0,80ErqRF35yWIBm4,zh_CN,Rewrite 第1期-PP视频
147568,crunchyroll.com,0,270651,en_US:es_MX:pt_BR,Rewrite 第1期-Crunchyroll
150775,acfun.cn,0,5025182,zh_CN,NEW GAME! (第1期)-A站
150775,bilibili.com_cn,0,5027,zh_CN,NEW GAME! (第1期)-B站大陆
150775,iqiyi.com,0,a_19rrhanpqp,zh_CN,NEW GAME! (第1期)-爱奇艺
150775,v.qq.com,1,hdk2c5cvu5nlhaa,zh_CN,NEW GAME! (第1期)-腾讯视频
150775,youku.com,0,zc9b2f1283cd611e6abda,zh_CN,NEW GAME! (第1期)-优酷
150775,crunchyroll.com,0,270669,ar_SA:de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR:ru_RU,NEW GAME! (第1期)-Crunchyroll
150746,bilibili.com_cn,0,5043,zh_CN,这个美术社大有问题！-B站大陆
150746,pptv.com,0,FCUPjfVbywls6lI,zh_CN,这个美术社大有问题！-PP视频
150746,v.qq.com,1,9rr5ky6jcgdwjcf,zh_CN,这个美术社大有问题!-腾讯视频
150746,youku.com,0,z3a67f7f63dbd11e6b522,zh_CN,这个美术社大有问题！-优酷
150746,crunchyroll.com,0,270699,en_US:es_MX:pt_BR,这个美术社大有问题！-Crunchyroll
