subject_id,service_id,paid,subject_url_id,subtitle_locales,remark
909,bilibili.com_cn,0,1672,zh_CN,龙与虎-B站大陆
909,crunchyroll.com,0,249364,en_US:es_MX:pt_BR,龙与虎-Crunchyroll
876,acfun.cn,0,6000716,zh_CN,CLANNAD ～AFTER STORY～ (第2期)-A站
876,bilibili.com_cn,0,1178,zh_CN,CLANNAD ～AFTER STORY～ (第2期)-B站大陆
876,v.qq.com,1,xiseid8qypw7qm3,zh_CN,CLANNAD ～AFTER STORY～ (第2期)-腾讯视频
1014,bilibili.com_cn,0,963,zh_CN,魔法禁书目录 第1期-B站大陆
1014,iqiyi.com,0,a_19rrh9ogep,zh_CN,魔法禁书目录 第1期-爱奇艺
1014,le.com,0,48909,zh_CN,魔法禁书目录 第1期-乐视视频
1014,pptv.com,0,ctWwLpb8bKoNiaicM,zh_CN,魔法禁书目录 第1期-PP视频
1014,crunchyroll.com,0,271215,en_US,魔法禁书目录 第1期-Crunchyroll
