subject_id,service_id,paid,subject_url_id,subtitle_locales,remark
247417,bilibili.com_cn,1,4762714,zh_CN,笨拙之极的上野-B站大陆
247417,crunchyroll.com,0,277510,ar_SA:de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR:ru_RU,笨拙之极的上野-Crunchyroll
249637,bilibili.com_cn,1,4316442,zh_CN,天使降临到了我身边！-B站大陆
249637,crunchyroll.com,0,277368,de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR:ru_RU,天使降临到了我身边！-Crunchyroll
243916,bilibili.com_cn,1,5267750,zh_CN,约定的梦幻岛 第1期-B站大陆
243916,crunchyroll.com,0,277377,en_US:es_MX:pt_BR,约定的梦幻岛 第1期-Crunchyroll
256114,bilibili.com_cn,1,4316382,zh_CN,五等分的花嫁 第1期-B站大陆
256114,crunchyroll.com,0,277381,de_DE:en_US:es_ES:es_MX:fr_FR:it_IT:pt_BR:ru_RU,五等分的花嫁 第1期-Crunchyroll
228254,bilibili.com_cn,2,4762754,zh_CN,约会大作战 第3期-B站大陆
228254,v.qq.com,2,gtn6ik9kapbiqm0,zh_CN,约会大作战 第3期-腾讯视频
228254,crunchyroll.com,0,275937,en_US,约会大作战 第3期-Crunchyroll
253628,tw.iqiyi.com,0,a_19rrhv8bjx,zh_HK,家有女友-愛奇藝
253628,crunchyroll.com,0,277508,en_US:es_ES:es_MX:it_IT:pt_BR:ru_RU,家有女友-Crunchyroll
248175,bilibili.com_cn,0,5267730,zh_CN,辉夜大小姐想让我告白～天才们的恋爱头脑战～ (第1期) -B站大陆
248175,crunchyroll.com,0,277391,en_US:es_MX:pt_BR,辉夜大小姐想让我告白～天才们的恋爱头脑战～ (第1期)-Crunchyroll
