subject_id,episode_id,service_id,episode_url_id,video_url_id,remark
27364,152243,bilibili.com_cn,BV1is411Q7Nz,,EP1-B站大陆
27364,152244,bilibili.com_cn,BV1is411Q7Nz/index_2.html,,EP2-B站大陆
27364,152245,bilibili.com_cn,BV1is411Q7Nz/index_3.html,,EP3-B站大陆
27364,152246,bilibili.com_cn,BV1is411Q7Nz/index_4.html,,EP4-B站大陆
27364,152247,bilibili.com_cn,BV1is411Q7Nz/index_5.html,,EP5-B站大陆
27364,152248,bilibili.com_cn,BV1is411Q7Nz/index_6.html,,EP6-B站大陆
27364,152249,bilibili.com_cn,BV1is411Q7Nz/index_7.html,,EP7-B站大陆
27364,152250,bilibili.com_cn,BV1is411Q7Nz/index_8.html,,EP8-B站大陆
27364,152251,bilibili.com_cn,BV1is411Q7Nz/index_9.html,,EP9-B站大陆
27364,152252,bilibili.com_cn,BV1is411Q7Nz/index_10.html,,EP10-B站大陆
27364,152253,bilibili.com_cn,BV1is411Q7Nz/index_11.html,,EP11-B站大陆
27364,152254,bilibili.com_cn,BV1is411Q7Nz/index_13.html,,EP12-B站大陆
27364,152255,bilibili.com_cn,BV1is411Q7Nz/index_14.html,,EP13-B站大陆
27364,152256,bilibili.com_cn,BV1is411Q7Nz/index_15.html,,EP14-B站大陆
27364,152257,bilibili.com_cn,BV1is411Q7Nz/index_16.html,,EP15-B站大陆
27364,152258,bilibili.com_cn,BV1is411Q7Nz/index_17.html,,EP16-B站大陆
27364,152259,bilibili.com_cn,BV1is411Q7Nz/index_18.html,,EP17-B站大陆
27364,152260,bilibili.com_cn,BV1is411Q7Nz/index_19.html,,EP18-B站大陆
27364,152261,bilibili.com_cn,BV1is411Q7Nz/index_20.html,,EP19-B站大陆
27364,152262,bilibili.com_cn,BV1is411Q7Nz/index_21.html,,EP20-B站大陆
27364,152263,bilibili.com_cn,BV1is411Q7Nz/index_22.html,,EP21-B站大陆
27364,195723,bilibili.com_cn,BV1is411Q7Nz/index_23.html,,EP22-B站大陆
27364,152243,crunchyroll.com,771181,,EP1-Crunchyroll
27364,152244,crunchyroll.com,771183,,EP2-Crunchyroll
27364,152245,crunchyroll.com,771187,,EP3-Crunchyroll
27364,152246,crunchyroll.com,771191,,EP4-Crunchyroll
27364,152247,crunchyroll.com,771195,,EP5-Crunchyroll
27364,152248,crunchyroll.com,771199,,EP6-Crunchyroll
27364,152249,crunchyroll.com,771203,,EP7-Crunchyroll
27364,152250,crunchyroll.com,771207,,EP8-Crunchyroll
27364,152251,crunchyroll.com,771211,,EP9-Crunchyroll
27364,152252,crunchyroll.com,771225,,EP10-Crunchyroll
27364,152253,crunchyroll.com,771227,,EP11-Crunchyroll
27364,152254,crunchyroll.com,771231,,EP12-Crunchyroll
27364,152255,crunchyroll.com,771233,,EP13-Crunchyroll
27364,152256,crunchyroll.com,771237,,EP14-Crunchyroll
27364,152257,crunchyroll.com,771245,,EP15-Crunchyroll
27364,152258,crunchyroll.com,771251,,EP16-Crunchyroll
27364,152259,crunchyroll.com,771253,,EP17-Crunchyroll
27364,152260,crunchyroll.com,771255,,EP18-Crunchyroll
27364,152261,crunchyroll.com,771259,,EP19-Crunchyroll
27364,152262,crunchyroll.com,771261,,EP20-Crunchyroll
27364,152263,crunchyroll.com,771263,,EP21-Crunchyroll
27364,195723,crunchyroll.com,771281,,EP22-Crunchyroll
