subject_id,episode_id,service_id,episode_url_id,video_url_id,remark
292273,978704,bilibili.com_cn,BV1Nf4y1Q7Lz,,EP1-B站大陆
292273,978705,bilibili.com_cn,BV1g54y1C7Gq,,EP2-B站大陆
292273,978706,bilibili.com_cn,BV1hT4y1F786,,EP3-B站大陆
292273,978707,bilibili.com_cn,BV1sy4y1B7eL,,EP4-B站大陆
292273,978708,bilibili.com_cn,BV1DA411j7Hv,,EP5-B站大陆
292273,978709,bilibili.com_cn,BV1ei4y1L7xk,,EP6-B站大陆
292273,978710,bilibili.com_cn,BV1vr4y1F7Pp,,EP7-B站大陆
292273,978711,bilibili.com_cn,BV1SV411a7Ey,,EP8-B站大陆
292273,978712,bilibili.com_cn,BV1HK4y1f7t1,,EP9-B站大陆
292273,978713,bilibili.com_cn,BV1DX4y1M7KG,,EP10-B站大陆
292273,978714,bilibili.com_cn,BV1gX4y1u7tP,,EP11-B站大陆
292273,978715,bilibili.com_cn,BV1Jp4y1B7NN,,EP12-B站大陆
