subject_id,episode_id,service_id,episode_url_id,video_url_id,remark
208754,727911,bilibili.com_cn,BV1fx411B7xj,,EP1-B站大陆
208754,727912,bilibili.com_cn,BV1ex411q7EZ,,EP2-B站大陆
208754,727913,bilibili.com_cn,BV1wx411i7yJ,,EP3-B站大陆
208754,727914,bilibili.com_cn,BV1Tx411q7ea,,EP4-B站大陆
208754,727915,bilibili.com_cn,BV1Nx411s7yg,,EP5-B站大陆
208754,727916,bilibili.com_cn,BV1jx411n7kw,,EP6-B站大陆
208754,727917,bilibili.com_cn,BV1Qx411E7fv,,EP7-B站大陆
208754,727918,bilibili.com_cn,BV1px411b79M,,EP8-B站大陆
208754,727919,bilibili.com_cn,BV1Kx411t7bC,,EP9-B站大陆
208754,727920,bilibili.com_cn,BV1Ux411x7P2,,EP10-B站大陆
208754,727921,bilibili.com_cn,BV1kx41147JM,,EP11-B站大陆
208754,727922,bilibili.com_cn,BV1Px411x7Gg,,EP12-B站大陆
208754,727911,pptv.com,I76UEyVEPXveXMQ,,EP1-PP视频
208754,727912,pptv.com,3QP2dUMeB0WoJo4,,EP2-PP视频
208754,727913,pptv.com,OicnMS00cBUOmJIw,,EP3-PP视频
208754,727914,pptv.com,Jx3wbyk4IVicCQKg,,EP4-PP视频
208754,727915,pptv.com,IYV39MKfhsQnpQ0,,EP5-PP视频
208754,727916,pptv.com,eezgX1kI8SibSEHg,,EP6-PP视频
208754,727917,pptv.com,Q0Y3tILfxgRn5U0,,EP7-PP视频
208754,727918,pptv.com,IygdmpzNtPJV0zs,,EP8-PP视频
208754,727919,pptv.com,ia5ps6628peNGxCw,,EP9-PP视频
208754,727920,pptv.com,ezAHhJLPtvRX1T0,,EP10-PP视频
208754,727921,pptv.com,D5xs6628peNGxCw,,EP11-PP视频
208754,727922,pptv.com,IVgxrmj54B6Bic2c,,EP12-PP视频
208754,727911,crunchyroll.com,741313,,EP1-Crunchyroll
208754,727912,crunchyroll.com,741315,,EP2-Crunchyroll
208754,727913,crunchyroll.com,741317,,EP3-Crunchyroll
208754,727914,crunchyroll.com,741319,,EP4-Crunchyroll
208754,727915,crunchyroll.com,741321,,EP5-Crunchyroll
208754,727916,crunchyroll.com,741323,,EP6-Crunchyroll
208754,727917,crunchyroll.com,741325,,EP7-Crunchyroll
208754,727918,crunchyroll.com,741327,,EP8-Crunchyroll
208754,727919,crunchyroll.com,741329,,EP9-Crunchyroll
208754,727920,crunchyroll.com,741331,,EP10-Crunchyroll
208754,727921,crunchyroll.com,741333,,EP11-Crunchyroll
208754,727922,crunchyroll.com,741335,,EP12-Crunchyroll
