subject_id,episode_id,service_id,episode_url_id,video_url_id,remark
120187,538144,acfun.cn,34595_333695,,EP1-A站
120187,538145,acfun.cn,34595_333696,,EP2-A站
120187,538146,acfun.cn,34595_333697,,EP3-A站
120187,538149,acfun.cn,34595_333698,,EP4-A站
120187,538150,acfun.cn,34595_333699,,EP5-A站
120187,538151,acfun.cn,34595_333700,,EP6-A站
120187,538152,acfun.cn,34595_333701,,EP7-A站
120187,538153,acfun.cn,34595_333702,,EP8-A站
120187,538154,acfun.cn,34595_333703,,EP9-A站
120187,538155,acfun.cn,34595_333704,,EP10-A站
120187,549886,acfun.cn,34595_333705,,EP11-A站
120187,549887,acfun.cn,34595_333706,,EP12-A站
120187,538144,bilibili.com_cn,BV1Ts411S76i,,EP1-B站大陆
120187,538145,bilibili.com_cn,BV17s411S7PX,,EP2-B站大陆
120187,538146,bilibili.com_cn,BV14s411S7qV,,EP3-B站大陆
120187,538149,bilibili.com_cn,BV1Ts411m7Vq,,EP4-B站大陆
120187,538150,bilibili.com_cn,BV1Ms411m7En,,EP5-B站大陆
120187,538151,bilibili.com_cn,BV1hs411m71T,,EP6-B站大陆
120187,538152,bilibili.com_cn,BV1ys411m7ny,,EP7-B站大陆
120187,538153,bilibili.com_cn,BV1ms411m7XJ,,EP8-B站大陆
120187,538154,bilibili.com_cn,BV1Zs411m7ox,,EP9-B站大陆
120187,538155,bilibili.com_cn,BV1zs41117W1,,EP10-B站大陆
120187,549886,bilibili.com_cn,BV1qs41117x7,,EP11-B站大陆
120187,549887,bilibili.com_cn,BV1ms411179q,,EP12-B站大陆
120187,538144,le.com,23075561,,EP1-乐视视频
120187,538145,le.com,23111472,,EP2-乐视视频
120187,538146,le.com,23149379,,EP3-乐视视频
120187,538149,le.com,23188930,,EP4-乐视视频
120187,538150,le.com,23231125,,EP5-乐视视频
120187,538151,le.com,23280522,,EP6-乐视视频
120187,538152,le.com,23331825,,EP7-乐视视频
120187,538153,le.com,23379860,,EP8-乐视视频
120187,538154,le.com,23425620,,EP9-乐视视频
120187,538155,le.com,23467296,,EP10-乐视视频
120187,549886,le.com,23517688,,EP11-乐视视频
120187,549887,le.com,23583916,,EP12-乐视视频
120187,538144,v.qq.com,l0017tgrqr3,,EP1-腾讯视频
120187,538145,v.qq.com,v0017940cll,,EP2-腾讯视频
120187,538146,v.qq.com,k0017w7j13g,,EP3-腾讯视频
120187,538149,v.qq.com,m00179dqzi1,,EP4-腾讯视频
120187,538150,v.qq.com,r0017ny36uc,,EP5-腾讯视频
120187,538151,v.qq.com,t00171ndy7l,,EP6-腾讯视频
120187,538152,v.qq.com,d0017f2injd,,EP7-腾讯视频
120187,538153,v.qq.com,m0017iu8c7e,,EP8-腾讯视频
120187,538154,v.qq.com,o00171zqft2,,EP9-腾讯视频
120187,538155,v.qq.com,i00179sk4i2,,EP10-腾讯视频
120187,549886,v.qq.com,l00186y45vp,,EP11-腾讯视频
120187,549887,v.qq.com,n0018edx3bv,,EP12-腾讯视频
120187,538144,youku.com,XMTI3OTkwNDAxMg==,,EP1-优酷
120187,538145,youku.com,XMTI4NTM1ODAzMg==,,EP2-优酷
120187,538146,youku.com,XMTI5MDg2MjYxMg==,,EP3-优酷
120187,538149,youku.com,XMTI5NjQxNDA5Mg==,,EP4-优酷
120187,538150,youku.com,XMTMwMTczMTU2MA==,,EP5-优酷
120187,538151,youku.com,XMTMwNzgyNjg1Ng==,,EP6-优酷
120187,538152,youku.com,XMTMxMzc3NDk4OA==,,EP7-优酷
120187,538153,youku.com,XMTMxOTc1NjMwOA==,,EP8-优酷
120187,538154,youku.com,XMTMyNTQzNjcyNA==,,EP9-优酷
120187,538155,youku.com,XMTMzMTkwNjU0OA==,,EP10-优酷
120187,549886,youku.com,XMTMzNzI5ODM4MA==,,EP11-优酷
120187,549887,youku.com,XMTM0MjkwMzk4OA==,,EP12-优酷
120187,538144,crunchyroll.com,682801,,EP1-Crunchyroll
120187,538145,crunchyroll.com,682803,,EP2-Crunchyroll
120187,538146,crunchyroll.com,682805,,EP3-Crunchyroll
120187,538149,crunchyroll.com,682807,,EP4-Crunchyroll
120187,538150,crunchyroll.com,682809,,EP5-Crunchyroll
120187,538151,crunchyroll.com,682811,,EP6-Crunchyroll
120187,538152,crunchyroll.com,682813,,EP7-Crunchyroll
120187,538153,crunchyroll.com,682815,,EP8-Crunchyroll
120187,538154,crunchyroll.com,682817,,EP9-Crunchyroll
120187,538155,crunchyroll.com,682819,,EP10-Crunchyroll
120187,549886,crunchyroll.com,682821,,EP11-Crunchyroll
120187,549887,crunchyroll.com,682823,,EP12-Crunchyroll
