subject_id,episode_id,service_id,episode_url_id,video_url_id,remark
188091,684544,acfun.cn,34277_327540,,EP1-A站
188091,684545,acfun.cn,34277_327541,,EP2-A站
188091,684546,acfun.cn,34277_327542,,EP3-A站
188091,684547,acfun.cn,34277_327543,,EP4-A站
188091,684548,acfun.cn,34277_327544,,EP5-A站
188091,684549,acfun.cn,34277_327545,,EP6-A站
188091,684550,acfun.cn,34277_327546,,EP7-A站
188091,684551,acfun.cn,34277_327547,,EP8-A站
188091,684552,acfun.cn,34277_327548,,EP9-A站
188091,684553,acfun.cn,34277_327549,,EP10-A站
188091,684554,acfun.cn,34277_327550,,EP11-A站
188091,684555,acfun.cn,34277_327551,,EP12-A站
188091,684544,bilibili.com_cn,BV1Gs411h729,,EP1-B站大陆
188091,684545,bilibili.com_cn,BV1qs411h7Jm,,EP2-B站大陆
188091,684546,bilibili.com_cn,BV1Bs411b7BD,,EP3-B站大陆
188091,684547,bilibili.com_cn,BV1xs41187xD,,EP4-B站大陆
188091,684548,bilibili.com_cn,BV1hx41117B1,,EP5-B站大陆
188091,684549,bilibili.com_cn,BV18x41127qV,,EP6-B站大陆
188091,684550,bilibili.com_cn,BV1Jx411y77t,,EP7-B站大陆
188091,684551,bilibili.com_cn,BV1Px41117mF,,EP8-B站大陆
188091,684552,bilibili.com_cn,BV1Ax411C7Mn,,EP9-B站大陆
188091,684553,bilibili.com_cn,BV1dx411C7eZ,,EP10-B站大陆
188091,684554,bilibili.com_cn,BV1Ux411r7UR,,EP11-B站大陆
188091,684555,bilibili.com_cn,BV1ax411k76U,,EP12-B站大陆
188091,684544,iqiyi.com,v_19rr9xgpn4,,EP1-爱奇艺
188091,684545,iqiyi.com,v_19rr9ut90c,,EP2-爱奇艺
188091,684546,iqiyi.com,v_19rralc9ko,,EP3-爱奇艺
188091,684547,iqiyi.com,v_19rrakbqhw,,EP4-爱奇艺
188091,684548,iqiyi.com,v_19rrat7nl0,,EP5-爱奇艺
188091,684549,iqiyi.com,v_19rraqd73g,,EP6-爱奇艺
188091,684550,iqiyi.com,v_19rradteos,,EP7-爱奇艺
188091,684551,iqiyi.com,v_19rrabaens,,EP8-爱奇艺
188091,684552,iqiyi.com,v_19rraa0jng,,EP9-爱奇艺
188091,684553,iqiyi.com,v_19rragajmk,,EP10-爱奇艺
188091,684554,iqiyi.com,v_19rraexsyw,,EP11-爱奇艺
188091,684555,iqiyi.com,v_19rrb686k0,,EP12-爱奇艺
188091,684544,pptv.com,x1UzsD0vFlS3NZ0,,EP1-PP视频
188091,684545,pptv.com,1ygRjlMN9DKVE3s,,EP2-PP视频
188091,684546,pptv.com,8ZpicicAFbQoDjYck,,EP3-PP视频
188091,684547,pptv.com,tZB59vt1bKoNiaicM,,EP4-PP视频
188091,684548,pptv.com,H3xe3SA6I2HEQqo,,EP5-PP视频
188091,684549,pptv.com,3ZN39PlzaqgLiafE,,EP6-PP视频
188091,684550,pptv.com,61A6uUQWD02wLpY,,EP7-PP视频
188091,684551,pptv.com,gRv2dXjy6ymMCnI,,EP8-PP视频
188091,684552,pptv.com,AQXwb3Ls1RN29Fw,,EP9-PP视频
188091,684553,pptv.com,wysFgk8hGFa5N58,,EP10-PP视频
188091,684554,pptv.com,86SQD9KMdbMWlPw,,EP11-PP视频
188091,684555,pptv.com,CTEbmGX37iayPDXU,,EP12-PP视频
188091,684544,v.qq.com,o0026ilruc7,,EP1-腾讯视频
188091,684545,v.qq.com,m002652m2d2,,EP2-腾讯视频
188091,684546,v.qq.com,z0026kryh3t,,EP3-腾讯视频
188091,684547,v.qq.com,q0026gfaf73,,EP4-腾讯视频
188091,684548,v.qq.com,z0026fen8a5,,EP5-腾讯视频
188091,684549,v.qq.com,m0026rz7omg,,EP6-腾讯视频
188091,684550,v.qq.com,v00261edkdo,,EP7-腾讯视频
188091,684551,v.qq.com,v0026i41lyd,,EP8-腾讯视频
188091,684552,v.qq.com,l00261r617w,,EP9-腾讯视频
188091,684553,v.qq.com,g0026pewxpj,,EP10-腾讯视频
188091,684554,v.qq.com,y0026qdr4d1,,EP11-腾讯视频
188091,684555,v.qq.com,u0026g6yuus,,EP12-腾讯视频
188091,684544,crunchyroll.com,727485,,EP1-Crunchyroll
188091,684545,crunchyroll.com,727487,,EP2-Crunchyroll
188091,684546,crunchyroll.com,727489,,EP3-Crunchyroll
188091,684547,crunchyroll.com,727491,,EP4-Crunchyroll
188091,684548,crunchyroll.com,727493,,EP5-Crunchyroll
188091,684549,crunchyroll.com,727495,,EP6-Crunchyroll
188091,684550,crunchyroll.com,727497,,EP7-Crunchyroll
188091,684551,crunchyroll.com,727499,,EP8-Crunchyroll
188091,684552,crunchyroll.com,727501,,EP9-Crunchyroll
188091,684553,crunchyroll.com,727503,,EP10-Crunchyroll
188091,684554,crunchyroll.com,727505,,EP11-Crunchyroll
188091,684555,crunchyroll.com,727507,,EP12-Crunchyroll
