id,name_jp,name_cn,name_en,mal_id,website,on_air_date,bgm_image_url
218708,宇宙よりも遠い場所,比宇宙更远的地方,A Place Further than the Universe,35839,http://yorimoi.com/,2018-01-02 20:30:00+09,16/de/218708_99YjL
207195,ゆるキャン△,摇曳露营△,Yuru Camp△,34798,https://yurucamp.jp/first/,2018-01-04 23:00:00+09,18/bc/207195_OOyqz
214671,スロウスタート,Slow Start,Slow Start,35540,https://slow-start.com,2018-01-07 00:30:00+09,bf/97/214671_77174
211066,三ツ星カラーズ,三颗星彩色冒险,Mitsuboshi Colors,35078,http://mitsuboshi-anime.com/,2018-01-07 22:30:00+09,83/52/211066_6cuj1
219658,りゅうおうのおしごと！,龙王的工作！,The Ryuo's Work is Never Done!,35905,https://ryuoh-anime.com/,2018-01-08 22:00:00+09,58/d3/219658_Reey1
219200,からかい上手の高木さん 第1期,擅长捉弄的高木同学 第1期,Teasing Master Takagi-san Season 1,35860,https://takagi3.me/1st/,2018-01-08 23:00:00+09,09/16/219200_wFT9i
183878,ヴァイオレット・エヴァーガーデン,紫罗兰永恒花园,Violet Evergarden,33352,http://tv.violet-evergarden.jp/,2018-01-11 00:00:00+09,1e/e2/183878_Fef1o
218711,ダーリン・イン・ザ・フランキス,DARLING in the FRANXX,DARLING in the FRANXX,35849,https://darli-fra.jp/,2018-01-13 23:30:00+09,77/dd/218711_5Z5t1
213816,ReLIFE 完結編,ReLIFE 完结篇,ReLIFE Final Chapter,35466,https://relife-anime.com/,2018-03-21 00:00:00+09,55/63/213816_NBkAq
217249,こみっくがーるず,Comic Girls,Comic Girls,35756,http://comic-girls.com/,2018-04-05 23:00:00+09,27/97/217249_nwcHE
226750,ソードアート・オンライン オルタナティブ ガンゲイル・オンライン,刀剑神域外传 Gun Gale Online,Sword Art Online Alternative Gun Gale Online,36475,https://gungale-online.net/,2018-04-08 00:00:00+09,29/40/226750_3fW9q
230110,すのはら荘の管理人さん,春原庄的管理员小姐,Miss Caretaker of Sunohara-sou,36817,http://sunoharasou-anime.com/,2018-07-05 21:00:00+09,91/41/230110_5tFWD
225843,七星のスバル,昴宿七星,Seven Senses of the Re'Union,36316,http://7subaru.jp/,2018-07-06 01:58:00+09,42/ad/225843_u3LRB
240038,青春ブタ野郎はバニーガール先輩の夢を見ない,青春猪头少年不会梦到兔女郎学姐,Rascal Does Not Dream of Bunny Girl Senpai,37450,https://ao-buta.com/tv/,2018-10-04 02:15:00+09,b9/45/240038_b5j7g
252655,ゾンビランドサガ,佐贺偶像是传奇,Zombie Land Saga,37976,https://zombielandsaga.com/,2018-10-04 23:30:00+09,a4/ef/252655_ABHh6
240346,寄宿学校のジュリエット,寄宿学校的朱丽叶,Boarding School Juliet,37475,https://juliet-anime.com/,2018-10-06 01:25:00+09,5a/b7/240346_LDL3v
240562,色づく世界の明日から,来自多彩世界的明天,Iroduku: The World in Colors,37497,http://iroduku.jp/,2018-10-06 01:55:00+09,53/f0/240562_1Ce5Q
225604,ソードアート・オンライン アリシゼーション (第3期第1章),刀剑神域 爱丽丝篇 (第3期第1部),Sword Art Online: Alicization (Season 3 Part 1),36474,https://sao-alicization.net/1st/,2018-10-07 00:00:00+09,4a/5d/225604_97yaR
228255,俺が好きなのは妹だけど妹じゃない,我喜欢的是妹妹但不是妹妹,"My Sister, My Writer",36632,http://imo-imo.jp/,2018-10-10 22:00:00+09,ef/68/228255_k7ex1
