id,name_jp,name_cn,name_en,mal_id,website,on_air_date,bgm_image_url
238004,ダンジョンに出会いを求めるのは間違っているだろうかII,在地下城寻求邂逅是否搞错了什么 第2期,Is It Wrong to Try to Pick Up Girls in a Dungeon? II,37347,http://danmachi.com/danmachi2/,2019-07-13 00:30:00+09,8e/d1/238004_F9Hgn
262943,俺を好きなのはお前だけかよ,喜欢本大爷的竟然就你一个？,Oresuki: Are You the Only One Who Loves Me?,38483,https://ore.ski/tv/,2019-10-03 00:30:00+09,22/d7/262943_L1Vld
259790,放課後さいころ倶楽部,放学后桌游俱乐部,After School Dice Club,38276,https://saikoro-club.com/,2019-10-03 02:11:00+09,0c/90/259790_5y7OS
278220,厨病激発ボーイ,厨病激发男孩,Outburst Dreamer Boys,38390,http://chubyou.net/,2019-10-04 22:00:00+09,c0/7a/278220_61O3u
282564,戦×恋,战×恋,Val × Love,39799,https://val-love.com/,2019-10-05 23:00:00+09,f2/5e/282564_793dF
285130,ぼくたちは勉強ができない！ (第2期),我们真的学不来！ (第2期),We Never Learn! (Season 2),40004,https://boku-ben.com/,2019-10-06 00:30:00+09,80/0f/285130_brGSR
238962,私、能力は平均値でって言ったよね！,我，不是说了能力要平均值么！,Didn't I Say to Make My Abilities Average in the Next Life?!,37393,https://noukin-anime.com/,2019-10-07 23:30:00+09,2e/97/238962_FHnTT
264356,アサシンズプライド,刺客守则,Assassins Pride,38572,https://assassinspride-anime.com/,2019-10-10 23:30:00+09,86/9e/264356_QGqgU
248665,星合の空,星合之空,Stars Align,37972,https://www.tbs.co.jp/anime/hoshiai/,2019-10-11 01:58:00+09,b7/89/248665_53o1H
279457,ソードアート・オンライン アリシゼーション War of Underworld 第1クール (第3期第2章),刀剑神域 爱丽丝篇 异界战争 第1部 (第3期第2部),Sword Art Online: Alicization - War of Underworld Part 1 (Season 3 Part 2),39597,https://sao-alicization.net/,2019-10-13 00:00:00+09,dd/a6/279457_2p2B9
263771,ライフル・イズ・ビューティフル,美妙射击部,Rifle Is Beautiful,38529,https://chidori-high-school.com/,2019-10-13 23:00:00+09,07/ea/263771_8n4N9
