id,name_jp,name_cn,name_en,mal_id,website,on_air_date,bgm_image_url
276150,恋する小惑星,恋爱小行星,Asteroid in Love,39388,http://koiastv.com/,2020-01-03 20:30:00+09,eb/9f/276150_tJJGx
266147,ダーウィンズゲーム,达尔文游戏,Darwin's Game,38656,https://darwins-game.com/,2020-01-04 00:00:00+09,18/a4/266147_kQR5x
159690,マギアレコード 魔法少女まどか☆マギカ外伝,魔法纪录 魔法少女小圆外传,Magia Record: Puella Magi Madoka Magica Side Story,38256,https://anime.magireco.com/,2020-01-05 00:00:00+09,35/5b/159690_2mim1
285776,ID: INVADED イド：インヴェイデッド,异度侵入 ID: INVADED,ID: INVADED,40046,https://id-invaded-anime.com/,2020-01-06 00:00:00+09,73/90/285776_57c5p
270274,ネコぱら,猫娘乐园,Nekopara,38924,https://nekopara-anime.com/,2020-01-09 21:00:00+09,1b/0e/270274_tt2z7
211993,はてな☆イリュージョン,奇幻☆怪盗,Hatena☆Illusion,35252,https://hatenaillusion-anime.com/,2020-01-09 23:30:00+09,4a/c3/211993_2vLL2
284575,うちタマ?! ～うちのタマ知りませんか？～,家有圆圆？！～我家的圆圆你知道吗？～,Uchitama?! Have you seen my Tama?,39942,https://uchitama.com/,2020-01-10 00:55:00+09,7f/bc/284575_RYj9P
277551,地縛少年花子くん,地缚少年花子君,Toilet-bound Hanako-kun,39534,https://www.tbs.co.jp/anime/hanakokun/,2020-01-10 01:58:00+09,10/34/277551_nlGL0
262940,とある科学の超電磁砲T (第3期),某科学的超电磁炮T (第3期),A Certain Scientific Railgun T (Season 3),38481,https://toaru-project.com/railgun_t/,2020-01-10 22:00:00+09,aa/db/262940_z2mQQ
271145,理系が恋に落ちたので証明してみた。,理科生坠入情网，故尝试证明。,"Science Fell in Love, So I Tried to Prove It",38992,https://rikekoi.com/,2020-01-11 00:15:00+09,35/bb/271145_e4LNZ
260619,ぼくのとなりに暗黒破壊神がいます。,暗黑破坏神在身边。,A Destructive God Sits Next to Me,38302,https://bokuhaka-anime.com/,2020-01-11 21:00:00+09,3d/29/260619_oeL0L
220445,22/7,22/7,22/7,40148,https://227anime.com/,2020-01-11 23:00:00+09,a3/e3/220445_AuOUu
285482,異種族レビュアーズ,异种族风俗娘评鉴指南,Interspecies Reviewers,40010,https://isyuzoku.com/,2020-01-11 23:00:00+09,dc/8a/285482_c5RRj
271687,虚構推理,虚构推理,In/Spectre,39017,https://kyokousuiri.jp/,2020-01-12 01:30:00+09,6c/3b/271687_1326P
294713,かくしごと,隐瞒之事,Kakushigoto,40716,https://kakushigoto-anime.com/,2020-04-02 23:30:00+09,8b/91/294713_MwaxY
292359,波よ聞いてくれ,听我的电波吧,"Wave, Listen to Me!",40513,https://namiyo-anime.com/,2020-04-04 02:25:00+09,43/e0/292359_6WO66
286650,アルテ,阿尔蒂,Arte,40128,http://arte-anime.com/,2020-04-04 22:00:00+09,5f/4e/286650_x160E
280516,イエスタデイをうたって,昨日之歌,"Sing ""Yesterday"" for Me",39710,https://singyesterday.com/,2020-04-05 01:30:00+09,13/da/280516_TvEE7
274646,プリンセスコネクト！Re:Dive,公主连结！Re:Dive,Princess Connect! Re:Dive,39292,https://anime.priconne-redive.jp/,2020-04-07 00:30:00+09,b0/09/274646_yTEYw
291039,フルーツバスケット 2019年版第2期,水果篮子 2019年版第2期,Fruits Basket 2019 Season 2,40417,https://fruba.jp/,2020-04-07 01:30:00+09,c7/17/291039_BG6LZ
280678,放課後ていぼう日誌,放学后海堤日记,Diary of Our Days at the Breakwater,39730,https://teibotv.com/,2020-04-07 22:00:00+09,97/b6/280678_bnlNl
298718,富豪刑事 Balance:UNLIMITED,富豪刑事 Balance:UNLIMITED,The Millionaire Detective - Balance: UNLIMITED,41120,https://fugoukeiji-bul.com/,2020-04-10 00:55:00+09,12/65/298718_aInVM
293049,かぐや様は告らせたい？～天才たちの恋愛頭脳戦～ (第2期),辉夜大小姐想让我告白？～天才们的恋爱头脑战～ (第2期),Kaguya-sama: Love is War Season 2,40591,https://kaguya.love/,2020-04-11 23:30:00+09,36/16/293049_0e0re
278801,啄木鳥探偵處,啄木鸟侦探社,Woodpecker Detective's Office,39582,http://kimikoe.com/kitsutsuki/,2020-04-13 23:00:00+09,30/c9/278801_qaxlx
293648,ド級編隊エグゼロス,弩级战队H×EROS,SUPER HXEROS,40623,https://hxeros.com/,2020-07-04 00:00:00+09,be/48/293648_CMRc5
292222,魔王学院の不適合者～史上最強の魔王の始祖、転生して子孫たちの学校へ通う～,魔王学院的不适任者～史上最强的魔王始祖，转生就读子孙们的学校～,The Misfit of Demon King Academy,40496,https://maohgakuin.com/,2020-07-04 23:30:00+09,3b/ad/292222_Jgflx
285813,GREAT PRETENDER,大欺诈师,GREAT PRETENDER,40052,https://greatpretender.jp/,2020-07-09 00:55:00+09,96/1a/285813_Ojyo3
277954,やはり俺の青春ラブコメはまちがっている。完 (第3期),我的青春恋爱物语果然有问题。完 (第3期),My Teen Romantic Comedy SNAFU Climax! (Season 3),39547,https://www.tbs.co.jp/anime/oregairu/,2020-07-10 01:58:00+09,ba/69/277954_s8qHA
299498,宇崎ちゃんは遊びたい！,宇崎学妹想要玩！,Uzaki-chan Wants to Hang Out!,41226,https://uzakichan.com/,2020-07-10 21:30:00+09,5a/42/299498_hd1iz
296076,彼女、お借りします,租借女友,Rent-a-Girlfriend,40839,https://kanokari-official.com/,2020-07-11 01:25:00+09,7a/37/296076_Saapf
291195,ピーター・グリルと賢者の時間,彼得·格里尔的贤者时间,Peter Grill and the Philosopher's Time,40436,https://petergrill-anime.jp/,2020-07-11 01:35:00+09,87/f4/291195_7t8QW
292238,ソードアート・オンライン アリシゼーション War of Underworld 第2クール (第3期第3章),刀剑神域 爱丽丝篇 异界战争 第2部 (第3期第3部),Sword Art Online: Alicization - War of Underworld Part 2 (Season 3 Part 3),40540,https://sao-alicization.net/,2020-07-12 00:00:00+09,21/a1/292238_u43yn
292970,魔女の旅々,魔女之旅,Wandering Witch: The Journey of Elaina,40571,https://majotabi.jp/,2020-10-02 21:00:00+09,99/17/292970_mxMxx
301469,100万の命の上に俺は立っている 第1期,我立于百万生命之上 第1期,I'm Standing on a Million Lives Season 1,41380,http://1000000-lives.com/,2020-10-02 22:00:00+09,08/01/301469_cPTHi
