id,name_jp,name_cn,name_en,mal_id,website,on_air_date,bgm_image_url
291412,ダンジョンに出会いを求めるのは間違っているだろうかIII,在地下城寻求邂逅是否搞错了什么 第3期,Is It Wrong to Try to Pick Up Girls in a Dungeon? III,40454,http://danmachi.com/danmachi3/,2020-10-03 00:30:00+09,b6/d5/291412_G5EHw
297340,レヱル・ロマネスク,铁路浪漫谭,Rail Romanesque,40958,https://railromanesque.jp/,2020-10-03 01:00:00+09,a4/32/297340_20R22
301541,トニカクカワイイ,总之就是非常可爱,Tonikawa: Over the Moon For You,41389,http://tonikawa.com/,2020-10-03 01:05:00+09,66/50/301541_p2z4K
305114,いわかける！-Sport Climbing Girls-,攀岩少女！,Iwa Kakeru! -Sport Climbing Girls-,41783,http://iwakakeru-anime.com/,2020-10-03 02:00:00+09,28/85/305114_2JS2j
302418,無能なナナ,无能力者娜娜,Talentless Nana,41619,https://munounanana.com/,2020-10-04 21:30:00+09,02/7e/302418_r262i
290426,魔王城でおやすみ,在魔王城说晚安,Sleepy Princess in the Demon Castle,40397,https://maoujo-anime.com/,2020-10-06 02:00:00+09,b1/c3/290426_z4GRp
289915,池袋ウエストゲートパーク,池袋西口公园,Ikebukuro West Gate Park,40359,https://iwgp-anime.com/,2020-10-06 21:00:00+09,d1/ae/289915_Z2H5D
292273,キミと僕の最後の戦場、あるいは世界が始まる聖戦,你与我最后的战场，亦或是世界起始的圣战,Our Last Crusade or the Rise of a New World,40595,https://kimisentv.com/,2020-10-07 23:30:00+09,20/f7/292273_Nxf0x
260770,ご注文はうさぎですか？BLOOM (第3期),请问您今天要来点兔子吗？BLOOM (第3期),Is the Order a Rabbit? Bloom (Season 3),38337,https://gochiusa.com/bloom/,2020-10-10 21:30:00+09,0a/16/260770_4548k
306429,神様になった日,成神之日,The Day I Became a God,41930,https://kamisama-day.jp/,2020-10-11 00:00:00+09,10/d5/306429_aIAux
279059,おちこぼれフルーツタルト,满溢的水果挞,Dropout Idol Fruit Tart,39609,http://ochifuru-anime.com/,2020-10-12 21:30:00+09,0d/2e/279059_NNOnk
