id,name_jp,name_cn,name_en,mal_id,website,on_air_date,bgm_image_url
100205,新妹魔王の契約者 (第1期),新妹魔王的契约者 (第1期),The Testament of Sister New Devil (Season 1),23233,http://anime-shinmaimaou.com/,2015-01-08 01:35:00+09,84/98/100205_vVRzI
100403,冴えない彼女の育てかた (第1期),路人女主的养成方法 (第1期),Saekano: How to Raise a Boring Girlfriend (Season 1),23277,https://www.saenai.tv/1st/,2015-01-09 00:50:00+09,6b/01/100403_JFsXn
102134,やはり俺の青春ラブコメはまちがっている。続 (第2期),我的青春恋爱物语果然有问题。续 (第2期),My Teen Romantic Comedy SNAFU TOO! (Season 2),23847,https://www.tbs.co.jp/anime/oregairu/2nd/,2015-04-03 01:46:00+09,1e/ef/102134_luzUc
116287,ダンジョンに出会いを求めるのは間違っているだろうか (第1期),在地下城寻求邂逅是否搞错了什么 第1期,Is It Wrong to Try to Pick Up Girls in a Dungeon? (Season 1),28121,http://danmachi.com/danmachi/,2015-04-04 01:05:00+09,3e/74/116287_uKIxm
114685,プラスティック・メモリーズ,可塑性记忆,Plastic Memories,27775,https://www.plastic-memories.jp/,2015-04-05 00:30:00+09,1d/08/114685_jZQ86
115908,響け！ユーフォニアム (第1期),吹响吧！上低音号 第1期,Sound! Euphonium (Season 1),27989,http://tv.anime-eupho.com/,2015-04-08 00:30:00+09,37/df/115908_c0uQj
86517,放課後のプレアデス,放学后的昴星团,Wish Upon the Pleiades,17919,http://sbr-gx.jp/,2015-04-09 02:44:00+09,79/cd/86517_1rpC8
114758,ニセコイ： (第2期),伪恋： (第2期),Nisekoi: (Season 2),27787,https://www.nisekoi.jp/,2015-04-10 23:30:00+09,22/cd/114758_27XTt
118906,山田くんと7人の魔女,山田君与7个魔女,Yamada-kun and the Seven Witches,28677,http://www.yamajo-anime.com/,2015-04-12 23:30:00+09,2c/7a/118906_bDZIr
110648,WORKING!!! (第3期),WORKING!!! 迷糊餐厅 (第3期),WORKING!!! (Season 3),25879,https://www.wagnaria.com/,2015-07-04 23:30:00+09,59/dc/110648_52R1q
120925,Charlotte,Charlotte,Charlotte,28999,https://charlotte-anime.jp/,2015-07-05 00:00:00+09,9b/d6/120925_Zp040
120763,To LOVEる -とらぶる- ダークネス2nd (第4期),出包王女 Darkness 2nd (第4期),To LOVE Ru Darkness 2nd (Season 4),28979,http://www.j-toloveru.com/,2015-07-07 00:00:00+09,38/c9/120763_XXV54
101442,のんのんびより りぴーと (第2期),悠哉日常大王 Repeat (第2期),Non Non Biyori Repeat (Season 2),23623,http://nonnontv.com/tvanime/,2015-07-07 02:05:00+09,8b/6b/101442_oJJsL
120187,干物妹!うまるちゃん (第1期),干物妹！小埋 (第1期),Himouto! Umaru-chan (Season 1),28825,https://umaru-ani.me/1st/,2015-07-09 02:14:00+09,41/2c/120187_nXjYb
106693,がっこうぐらし！,学园孤岛,School-Live!,24765,https://gakkougurashi.com/,2015-07-09 21:30:00+09,e9/a7/106693_68MDM
127724,落第騎士の英雄譚,落第骑士英雄谭,Chivalry of a Failed Knight,30296,http://ittoshura.com/,2015-10-03 23:00:00+09,56/1a/127724_DSo0K
127573,ゆるゆり さん☆ハイ！ (第3期),摇曳百合 3☆High! (第3期),Yuru Yuri San☆Hai! (Season 3),30279,https://yuruyuri.com/3hai/,2015-10-06 02:05:00+09,3e/f2/127573_HfPRJ
107671,俺がお嬢様学校に「庶民サンプル」として拉致られた件,我被绑架到贵族女校当“庶民样本”,Shomin Sample,25099,http://s.mxtv.jp/anime/syominsample/,2015-10-07 23:30:00+09,ca/df/107671_UQSJx
128885,新妹魔王の契約者 BURST (第2期),新妹魔王的契约者 BURST (第2期),The Testament of Sister New Devil BURST (Season 2),30363,http://anime-shinmaimaou.com/,2015-10-10 01:40:00+09,e5/46/128885_DoJO4
123568,ご注文はうさぎですか？？ (第2期),请问您今天要来点兔子吗？？ (第2期),Is the Order a Rabbit?? (Season 2),29787,https://gochiusa.com/02/,2015-10-10 21:30:00+09,39/a4/123568_FeekE
