id,name_jp,name_cn,name_en,mal_id,website,on_air_date,bgm_image_url
94040,無彩限のファントム・ワールド,无彩限的怪灵世界,Myriad Colors Phantom World,31442,http://phantom-world.com/,2016-01-07 00:00:00+09,20/7e/94040_kOkAg
136213,ハルチカ〜ハルタとチカは青春する〜,春&夏推理事件簿～春太与千夏的青春～,Haruchika,30895,http://haruchika-anime.jp/,2016-01-07 01:35:00+09,f9/73/136213_0owF9
137722,僕だけがいない街,只有我不存在的城市,Erased,31043,https://bokumachi-anime.com/,2016-01-08 00:55:00+09,39/2f/137722_Iid43
135275,この素晴らしい世界に祝福を！ (第1期),为美好的世界献上祝福！ 第1期,KonoSuba: God's Blessing on This Wonderful World! (Season 1),30831,http://konosuba.com/1st/,2016-01-14 01:05:00+09,56/de/135275_tt1ce
140001,Re:ゼロから始める異世界生活 第1期,Re:从零开始的异世界生活 第1期,Re:Zero Starting Life in Another World Season 1,31240,http://re-zero-anime.jp/tv/,2016-04-04 01:05:00+09,cb/78/140001_Ew1mo
167235,12歳。〜ちっちゃなムネのトキメキ〜 第1期,12岁。～小小的胸口心跳加速～ 第1期,Age 12. Season 1,32601,http://s.mxtv.jp/anime/age12/,2016-04-04 19:30:00+09,a0/b6/167235_ax4ka
138053,あんハピ♪,Anne Happy♪,Anne Happy♪,31080,http://anne-happy.com/,2016-04-07 21:30:00+09,e4/51/138053_IKcmK
142758,ネトゲの嫁は女の子じゃないと思った?,线上游戏的老婆不可能是女生？,And You Thought There Is Never a Girl Online?,31404,https://netogenoyome.com/,2016-04-07 23:30:00+09,64/bd/142758_4WO7N
185001,ももくり,小桃小栗Love Love物语,Momokuri,30014,https://momokuri-anime.jp/,2016-07-01 22:30:00+09,78/bd/185001_3OGXz
126173,ReLIFE,ReLIFE,ReLIFE,30015,https://relife-anime.com/,2016-07-02 00:00:00+09,e0/a2/126173_II0Y1
165553,ラブライブ！サンシャイン！！ 第1期,LoveLive! Sunshine!! 第1期,Love Live! Sunshine!! Season 1,32526,http://lovelive-anime.jp/uranohoshi/,2016-07-02 22:30:00+09,d3/37/165553_5f88z
147568,Rewrite 第1期,Rewrite (第1期),Rewrite (Season 1),31716,https://www.rewrite-anime.tv/,2016-07-02 23:30:00+09,5e/cc/147568_0XYiM
150775,NEW GAME! (第1期),NEW GAME! (第1期),NEW GAME! (Season 1),31953,http://newgame-anime.com/,2016-07-04 22:30:00+09,0f/79/150775_rRSAT
150746,この美術部には問題がある！,这个美术社大有问题！,This Art Club Has a Problem!,31952,https://www.tbs.co.jp/anime/konobi/,2016-07-07 02:28:00+09,b6/fb/150746_p7rI3
176599,WWW.WORKING!!,WWW.迷糊餐厅,WWW.WORKING!!,33094,https://working-www.com/,2016-10-01 23:30:00+09,69/61/176599_Dqhsx
184745,12歳。〜ちっちゃなムネのトキメキ〜 第2期,12岁。～小小的胸口心跳加速～ 第2期,Age 12. Season 2,33419,http://s.mxtv.jp/anime/age12/,2016-10-03 19:30:00+09,73/4b/184745_Dg3g9
152091,響け！ユーフォニアム2,吹响吧！上低音号 第2期,Sound! Euphonium 2,31988,http://tv2nd.anime-eupho.com/,2016-10-06 00:00:00+09,69/28/152091_Bg7Hc
168634,競女!!!!!!!!,竞女!!!!!!!!,Keijo!!!!!!!!,32686,http://keijollllllll.com/,2016-10-06 23:30:00+09,54/d2/168634_22252
167434,ガーリッシュ ナンバー,少女编号,Girlish Number,32607,https://www.tbs.co.jp/anime/gn/,2016-10-07 01:28:00+09,9a/31/167434_B0BSn
