id,name_jp,name_cn,name_en,mal_id,website,on_air_date,bgm_image_url
9717,魔法少女まどか☆マギカ,魔法少女小圆,Puella Magi Madoka Magica,9756,https://www.madoka-magica.com/tv/,2011-01-07 01:25:00+09,cb/57/9717_sAVag
9801,お兄ちゃんのことなんかぜんぜん好きじゃないんだからねっ！！,腹黑妹妹控兄记,"I Don't Like You at All, Big Brother!!",9587,http://king-cr.jp/special/oniichan/,2011-01-09 00:30:00+09,b7/b5/9801_dOz6d
8474,放浪息子,放浪男孩,Wandering Son,8426,https://www.houroumusuko.jp/,2011-01-14 01:15:00+09,cb/7c/8474_I1CAM
22759,花咲くいろは,花开伊吕波,Hanasaku Iroha,9289,http://hanasakuiroha.jp/tv/,2011-04-03 22:00:00+09,56/2d/22759_p1rJ8
10380,STEINS;GATE (第1期),命运石之门 (第1期),STEINS;GATE (Season 1),9253,http://steinsgate.tv/,2011-04-12 01:35:00+09,a9/79/10380_YwP4R
10440,あの日見た花の名前を僕達はまだ知らない。,我们仍未知道那天所看见的花的名字。,Anohana: The Flower We Saw That Day,9989,https://www.anohana.jp/tv/,2011-04-15 01:15:00+09,6c/e8/10440_8HP6O
14588,ゆるゆり (第1期),摇曳百合 (第1期),Yuru Yuri (Season 1),10495,https://yuruyuri.com/1st/,2011-07-05 02:00:00+09,43/d9/14588_bDB2r
10459,まよチキ！,迷茫管家与懦弱的我,Mayo Chiki!,10110,https://www.tbs.co.jp/anime/mayochiki/,2011-07-08 02:15:00+09,03/da/10459_zf024
11145,バカとテストと召喚獣にっ！ (第2期),笨蛋，测验，召唤兽 第2期,Baka & Test - Summon the Beasts 2,8516,http://bakatest.com/,2011-07-08 02:15:00+09,7e/8d/11145_a5loB
20547,WORKING'!! (第2期),WORKING'!! 迷糊餐厅 (第2期),WORKING'!! (Season 2),10521,https://www.wagnaria.com/2nd/,2011-10-01 23:30:00+09,59/2b/20547_Fqawr
17883,僕は友達が少ない (第1期),我的朋友很少 (第1期),Haganai: I Don't Have Many Friends (Season 1),10719,https://www.tbs.co.jp/anime/haganai/1st/,2011-10-07 01:55:00+09,80/d1/17883_58mrm
16235,未来日記,未来日记,The Future Diary,10620,http://www.future-diary.tv/,2011-10-09 23:00:00+09,0a/3d/16235_5GJQH
