subject_id,episode_id,service_id,episode_url_id,video_url_id,remark
78405,319289,youku.com,XNjE2OTM1NTg0,,EP1-优酷
78405,319290,youku.com,XNjE5OTUyOTMy,,EP2-优酷
78405,319291,youku.com,XNjIyNzQ0NjI4,,EP3-优酷
78405,319292,youku.com,XNjI1NjM4Mzc2,,EP4-优酷
78405,319293,youku.com,XNjI5MTQ4NTU2,,EP5-优酷
78405,319294,youku.com,XNjMyMTczODc2,,EP6-优酷
78405,319295,youku.com,XNjM1MDc4NTE2,,EP7-优酷
78405,319296,youku.com,XNjM4MTc4NDE2,,EP8-优酷
78405,319297,youku.com,XNjQyMTE2MDg0,,EP9-优酷
78405,319298,youku.com,XNjQ0NTk3NDg0,,EP10-优酷
78405,319299,youku.com,XNjQ3Njg5OTI4,,EP11-优酷
78405,320742,youku.com,XNjUwODExMDM2,,EP12-优酷
78405,319289,crunchyroll.com,645563,,EP1-Crunchyroll
78405,319290,crunchyroll.com,645565,,EP2-Crunchyroll
78405,319291,crunchyroll.com,645567,,EP3-Crunchyroll
78405,319292,crunchyroll.com,645569,,EP4-Crunchyroll
78405,319293,crunchyroll.com,645571,,EP5-Crunchyroll
78405,319294,crunchyroll.com,645573,,EP6-Crunchyroll
78405,319295,crunchyroll.com,645575,,EP7-Crunchyroll
78405,319296,crunchyroll.com,645577,,EP8-Crunchyroll
78405,319297,crunchyroll.com,645579,,EP9-Crunchyroll
78405,319298,crunchyroll.com,645581,,EP10-Crunchyroll
78405,319299,crunchyroll.com,645583,,EP11-Crunchyroll
78405,320742,crunchyroll.com,645585,,EP12-Crunchyroll
