subject_id,episode_id,service_id,episode_url_id,video_url_id,remark
226750,786305,iqiyi.com,v_19rrc2a49g,,EP1-爱奇艺
226750,786306,iqiyi.com,v_19rrc6s4vk,,EP2-爱奇艺
226750,786307,iqiyi.com,v_19rrct4feo,,EP3-爱奇艺
226750,786308,iqiyi.com,v_19rrcxf384,,EP4-爱奇艺
226750,786309,iqiyi.com,v_19rrcp6l2c,,EP5-爱奇艺
226750,786310,iqiyi.com,v_19rrdcebd0,,EP5.5-爱奇艺
226750,786311,iqiyi.com,v_19rrd4hr9w,,EP6-爱奇艺
226750,786312,iqiyi.com,v_19rrd8l8x8,,EP7-爱奇艺
226750,786313,iqiyi.com,v_19rr0qtkjs,,EP8-爱奇艺
226750,786314,iqiyi.com,v_19rr0i7at8,,EP9-爱奇艺
226750,786315,iqiyi.com,v_19rr1dbqxo,,EP10-爱奇艺
226750,786316,iqiyi.com,v_19rr0vkm6o,,EP11-爱奇艺
226750,794476,iqiyi.com,v_19rr1re6p4,,EP12-爱奇艺
226750,786305,crunchyroll.com,769019,,EP1-Crunchyroll
226750,786306,crunchyroll.com,769021,,EP2-Crunchyroll
226750,786307,crunchyroll.com,769023,,EP3-Crunchyroll
226750,786308,crunchyroll.com,769025,,EP4-Crunchyroll
226750,786309,crunchyroll.com,769027,,EP5-Crunchyroll
226750,786310,crunchyroll.com,769029,,EP5.5-Crunchyroll
226750,786311,crunchyroll.com,769031,,EP6-Crunchyroll
226750,786312,crunchyroll.com,769033,,EP7-Crunchyroll
226750,786313,crunchyroll.com,769035,,EP8-Crunchyroll
226750,786314,crunchyroll.com,769037,,EP9-Crunchyroll
226750,786315,crunchyroll.com,769039,,EP10-Crunchyroll
226750,786316,crunchyroll.com,769041,,EP11-Crunchyroll
226750,794476,crunchyroll.com,769043,,EP12-Crunchyroll
