subject_id,episode_id,service_id,episode_url_id,video_url_id,remark
11145,103937,bilibili.com_cn,BV1Fs411h7Ny,,EP1-B站大陆
11145,103938,bilibili.com_cn,BV1Fs411h7Ny/index_2.html,,EP2-B站大陆
11145,103939,bilibili.com_cn,BV1Fs411h7Ny/index_3.html,,EP3-B站大陆
11145,103940,bilibili.com_cn,BV1Fs411h7Ny/index_4.html,,EP4-B站大陆
11145,103941,bilibili.com_cn,BV1Fs411h7Ny/index_5.html,,EP5-B站大陆
11145,103942,bilibili.com_cn,BV1Fs411h7Ny/index_6.html,,EP6-B站大陆
11145,103943,bilibili.com_cn,BV1Fs411h7Ny/index_7.html,,EP7-B站大陆
11145,103944,bilibili.com_cn,BV1Fs411h7Ny/index_8.html,,EP8-B站大陆
11145,103945,bilibili.com_cn,BV1Fs411h7Ny/index_9.html,,EP9-B站大陆
11145,103946,bilibili.com_cn,BV1Fs411h7Ny/index_10.html,,EP10-B站大陆
11145,103947,bilibili.com_cn,BV1Fs411h7Ny/index_11.html,,EP11-B站大陆
11145,103948,bilibili.com_cn,BV1Fs411h7Ny/index_12.html,,EP12-B站大陆
11145,103949,bilibili.com_cn,BV1Fs411h7Ny/index_13.html,,EP13-B站大陆
11145,103937,pptv.com,5MLeXBtxWJb5d98,,EP1-PP视频
11145,103938,pptv.com,ypKODEvByAZp508,,EP2-PP视频
11145,103939,pptv.com,iaZuFA1SqoibFEwiao,,EP3-PP视频
11145,103940,pptv.com,e8biaYPdNRILlY8s,,EP4-PP视频
11145,103941,pptv.com,AEdg3pnv5iaSHBW0,,EP5-PP视频
11145,103942,pptv.com,L0dg3pnv5iaSHBW0,,EP6-PP视频
11145,103943,pptv.com,yc3aWB91XJr9eibM,,EP7-PP视频
11145,103944,pptv.com,ib6B9ib3zSuiclc2kI,,EP8-PP视频
11145,103945,pptv.com,abBu7Gvh6CaJB28,,EP9-PP视频
11145,103946,pptv.com,N9bQTglicVpT3dd0,,EP10-PP视频
11145,103947,pptv.com,VicKsKia2jquhLyTE,,EP11-PP视频
11145,103948,pptv.com,rGo5t8A2H13APqY,,EP12-PP视频
11145,103949,pptv.com,QL9m5HPJwP5h30c,,EP13-PP视频
11145,103937,crunchyroll.com,752459,,EP1-Crunchyroll
11145,103938,crunchyroll.com,752461,,EP2-Crunchyroll
11145,103939,crunchyroll.com,752463,,EP3-Crunchyroll
11145,103940,crunchyroll.com,752465,,EP4-Crunchyroll
11145,103941,crunchyroll.com,752467,,EP5-Crunchyroll
11145,103942,crunchyroll.com,752471,,EP6-Crunchyroll
11145,103943,crunchyroll.com,752477,,EP7-Crunchyroll
11145,103944,crunchyroll.com,752479,,EP8-Crunchyroll
11145,103945,crunchyroll.com,752483,,EP9-Crunchyroll
11145,103946,crunchyroll.com,752487,,EP10-Crunchyroll
11145,103947,crunchyroll.com,752491,,EP11-Crunchyroll
11145,103948,crunchyroll.com,752497,,EP12-Crunchyroll
11145,103949,crunchyroll.com,752501,,EP13-Crunchyroll
