subject_id,episode_id,service_id,episode_url_id,video_url_id,remark
69944,290366,bilibili.com_cn,BV11s411U7cU,,EP1-B站大陆
69944,290367,bilibili.com_cn,BV11s411U7cU/index_2.html,,EP2-B站大陆
69944,290368,bilibili.com_cn,BV11s411U7cU/index_3.html,,EP3-B站大陆
69944,290369,bilibili.com_cn,BV11s411U7cU/index_4.html,,EP4-B站大陆
69944,290370,bilibili.com_cn,BV11s411U7cU/index_5.html,,EP5-B站大陆
69944,290371,bilibili.com_cn,BV11s411U7cU/index_6.html,,EP6-B站大陆
69944,290372,bilibili.com_cn,BV11s411U7cU/index_7.html,,EP7-B站大陆
69944,290374,bilibili.com_cn,BV11s411U7cU/index_8.html,,EP8-B站大陆
69944,290375,bilibili.com_cn,BV11s411U7cU/index_9.html,,EP9-B站大陆
69944,290376,bilibili.com_cn,BV11s411U7cU/index_10.html,,EP10-B站大陆
69944,290377,bilibili.com_cn,BV11s411U7cU/index_11.html,,EP11-B站大陆
69944,290378,bilibili.com_cn,BV11s411U7cU/index_12.html,,EP12-B站大陆
69944,294896,bilibili.com_cn,BV11s411U7cU/index_13.html,,EP13-B站大陆
69944,290366,youku.com,XNTc5MjMwNjUy,,EP1-优酷
69944,290367,youku.com,XNTgyMDAyMzA4,,EP2-优酷
69944,290368,youku.com,XNTg1NTcwNzE2,,EP3-优酷
69944,290369,youku.com,XNTg4MzY5NTE2,,EP4-优酷
69944,290370,youku.com,XNTkxNTE3MDQ4,,EP5-优酷
69944,290371,youku.com,XNTkzNTY4OTUy,,EP6-优酷
69944,290372,youku.com,XNTk2NTk0NDM2,,EP7-优酷
69944,290374,youku.com,XNTk5NzQ5NjY0,,EP8-优酷
69944,290375,youku.com,XNjAyNzQ0MzM2,,EP9-优酷
69944,290376,youku.com,XNjA1NjM2NjYw,,EP10-优酷
69944,290377,youku.com,XNjA4NTIxMDQw,,EP11-优酷
69944,290378,youku.com,XNjExMjM5MTM2,,EP12-优酷
69944,294896,youku.com,XNjE0NTQ4NzQ4,,EP13-优酷
69944,290366,crunchyroll.com,628443,,EP1-Crunchyroll
69944,290367,crunchyroll.com,628499,,EP2-Crunchyroll
69944,290368,crunchyroll.com,628501,,EP3-Crunchyroll
69944,290369,crunchyroll.com,628503,,EP4-Crunchyroll
69944,290370,crunchyroll.com,628505,,EP5-Crunchyroll
69944,290371,crunchyroll.com,628507,,EP6-Crunchyroll
69944,290372,crunchyroll.com,628509,,EP7-Crunchyroll
69944,290373,crunchyroll.com,628511,,EP8-Crunchyroll
69944,290374,crunchyroll.com,628513,,EP9-Crunchyroll
69944,290375,crunchyroll.com,628515,,EP10-Crunchyroll
69944,290376,crunchyroll.com,628517,,EP11-Crunchyroll
69944,290377,crunchyroll.com,628519,,EP12-Crunchyroll
69944,290378,crunchyroll.com,628521,,EP13-Crunchyroll
